TimeStamp,Is_Participate,PosterScore,PhraseScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton
8/21/2024 11:11:22,Yes,3,5,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,,
8/21/2024 11:11:41,Yes,3,18,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,
8/21/2024 11:12:23,Yes,75,50,4,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,3,,
8/21/2024 11:12:37,Yes,40,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,3,ない,
8/21/2024 11:12:40,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:12:45,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:12:49,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:12:50,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:12:53,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:13:03,Yes,75,95,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,
8/21/2024 11:13:36,Yes,85,10,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,特になし,
8/21/2024 11:13:45,Yes,66,50,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,
8/21/2024 11:14:15,Yes,40,30,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,3,3,,
8/21/2024 11:14:30,Yes,50,30,1,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,ごむの中に食べ残しが多いように感じる
8/21/2024 11:14:43,Yes,2,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,2,2,,
8/21/2024 11:14:59,Yes,6,33,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,,
8/21/2024 11:15:06,Yes,60,55,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,2,,
8/21/2024 11:15:17,Yes,60,30,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,ポスター4種を比較するとき、拡大できるとしっかり見えると思った,ものを買う時は分別のことも考えながら買う
8/21/2024 11:15:28,Yes,80,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,2,2,,
8/21/2024 11:15:54,Yes,64,54,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,No,3,3,大事こと,間違いのない仕分け
8/21/2024 11:16:18,Yes,85,85,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,4,4,,
8/21/2024 11:16:44,Yes,20,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,ごみの分別がわからない人が多い、「紙は資源ごみ」などの具体的なフレーズで、そうか！と納得できると思った。,ゴミの分別は迷うことが多い、分別表にも全て書かれているわけではないので、各自治体ＨＰに「これは何ゴミ？」を調べられる検索窓、があればいいなと思った。
8/21/2024 11:17:28,Yes,85,85,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,4,4,,
8/21/2024 11:17:36,Yes,90,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:17:55,Yes,70,75,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,4,4,目の絵は監視されているという意識を植え付けるのにはいいのかもしれないが、お願いをするには少しきつい印象を覚えた。,ごみを捨てる際にリサイクルのマークを確認している。
8/21/2024 11:18:10,Yes,50,60,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,,普段から分別を心がけているが、ポイ捨てするかたも散見され、心が痛む
8/21/2024 11:18:11,Yes,85,75,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,まだまだ分別に対する意識が低いと思う。,家に分別用のゴミ箱を用意している。
8/21/2024 11:18:39,Yes,5,4,1,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,紙は資源としての意識が低い,回収箱があるものはそこに入れるようにしている
8/21/2024 11:18:47,Yes,85,85,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,4,4,,
8/21/2024 11:18:52,Yes,5,90,4,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,3,2,,
8/21/2024 11:19:03,Yes,90,98,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,見直す機会になった,こまめ出す
8/21/2024 11:19:13,Yes,80,10,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,No,5,5,言葉って難しい,プラスチックゴミの汚れは軽く洗う
8/21/2024 11:19:21,Yes,3,3,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,,
8/21/2024 11:19:25,Yes,80,90,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,目の写真はないほうがいい,行政が提示している分別ルールにちゃんと従うこと。
8/21/2024 11:19:28,Yes,60,85,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,,
8/21/2024 11:19:33,Yes,100,100,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,No,5,5,,
8/21/2024 11:19:39,Yes,90,90,4,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,特になし,自市ではプラゴミの分別が進んでいないのですすめてほしい
8/21/2024 11:19:42,Yes,85,20,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,No,3,3,,
8/21/2024 11:19:52,Yes,50,30,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,3,,
8/21/2024 11:19:54,Yes,6,7,1,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,
8/21/2024 11:19:58,Yes,94,97,4,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,male,Yes,5,5,,
8/21/2024 11:20:39,Yes,7,7,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,,
8/21/2024 11:21:12,Yes,5,8,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,4,,
8/21/2024 11:21:17,Yes,85,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:21:33,Yes,57,60,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,2,,
8/21/2024 11:21:59,Yes,20,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,ゴミの分別に迷う人が多い、ネットでも分かりにくいという声を見かける。このような分別を訴えるポスターは、必要だと思う。,金属を使用しているアクセサリーや、電池を使用してる腕時計など、分別に迷うものが多い。わからないないものは問い合わせるようにしている。
8/21/2024 11:22:11,Yes,50,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,ゴミの分別は徹底していますが、環境に対する意識となると中々実践に移すのは難しいかもしれません。,ゴミの分別は溜め込まず逐一やる事に尽きると思います。
8/21/2024 11:22:39,Yes,1,1,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,
8/21/2024 11:22:49,Yes,6,10,2,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,3,3,ゴミ問題の大きさ,正確な分別
8/21/2024 11:23:06,Yes,45,50,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,
8/21/2024 11:23:16,Yes,4,5,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,,
8/21/2024 11:24:08,Yes,50,90,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,未だにゴミ出し分別が問題となっているかと思うと悲しい。,根菜類は良く洗って、表皮を剥かずに調理するなど、極力ゴミの削減に努めている。
8/21/2024 11:24:20,Yes,82,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:24:27,Yes,20,90,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,4,4,,
8/21/2024 11:25:15,Yes,5,60,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:25:15,Yes,50,70,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,4,3,,
8/21/2024 11:25:27,Yes,40,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,申し訳無いのですが、リアルな目を強調するデザインには精神的な圧迫感を感じてしまい、良いデザインとは思えないです。かといって、分別現場の画像もゴミが写っいて気分がいいものではないです。フレーズはいいとして、デザインは根本的に考え直した方が良いと感じます。,
8/21/2024 11:25:53,Yes,5,7,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,まだまだ資源ごみ(紙)の分別の呼び掛けをしないといけないぐらい徹底できていないんだな。と感じました。,物を購入するとき、捨てる時の事を考えて購入するようにしている。簡単に処分できないものは購入しないようにしている。
8/21/2024 11:26:30,Yes,9,5,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,ポスターの写真が拡大できない,
8/21/2024 11:26:31,Yes,3,8,2,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,5,4,,
8/21/2024 11:26:57,Yes,7,70,4,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,,
8/21/2024 11:27:27,Yes,4,5,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,No,1,3,,
8/21/2024 11:27:55,Yes,80,50,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,特にありません,分別も必要だが、生産者側も梱包等でゴミとならない製品設計が必要
8/21/2024 11:28:07,Yes,40,60,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,
8/21/2024 11:28:15,Yes,5,4,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,3,3,,
8/21/2024 11:28:22,Yes,40,90,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,未だにゴミ出し分別が問題となっているかと思うと悲しい。,根菜類は良く洗って、表皮を剥かずに調理するなど工夫している。
8/21/2024 11:29:39,Yes,70,85,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,ポスターでみんながゴミの分別に興味をもってくれたらいい,住んでる場所がゴミ袋が有料なこともあり、分別もそうだがゴミを出さない努力を日々している
8/21/2024 11:29:42,Yes,50,50,1,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,5,5,ゴミの分別はきちんとしようと意識づけになった,プラスチックゴミと燃やせるゴミは意識して分けている
8/21/2024 11:29:51,Yes,2,5,3,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,2,3,,
8/21/2024 11:29:53,Yes,5,40,3,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,ごみの分別に対して改めて考えさせられた,ペットボトルやフードパックなどはスーパーなどの回収にもっていくようにしている。
8/21/2024 11:29:58,Yes,50,80,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,,
8/21/2024 11:30:11,Yes,7,70,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:30:14,Yes,70,70,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,3,紙を資源ごみで捨てるという観念がなかった。なぜなら個人情報が多く書かれているため、資源ごみで捨てるという考えがなかった。,ペットボトルはラベルを剥がして、中を洗って捨ててる。
8/21/2024 11:31:27,Yes,100,15,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,私もまったく同じ意識を強く持っていた。温暖化防止にもなるし、もっと皆に理解してもらいたい,
8/21/2024 11:31:29,Yes,10,10,1,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,5,5,,
8/21/2024 11:31:39,Yes,70,70,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,5,2,ポスターに目があると怖い感じがして、そのポスターを見たくなくなる。,分別用にゴミ箱を分けている。
8/21/2024 11:32:08,Yes,5,7,4,3,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,いまだに資源ごみ(紙)の分別を促すような呼び掛けをしていてまだまだ意識が低いんだなと感じました,物を購入するとき処分するのに困るようなものは購入しないようにしている。
8/21/2024 11:32:22,Yes,8,8,4,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,4,自分はしっかり分別できていると思っていましたが、ノートは燃やせるゴミと思っていました。個人的なことが書かれているので、燃やしたい気持ちもあるのですが、今回の調査でノートは資源ごみとわかったので、気をつけたいと思います,なるべく詰め替え品を選ぶようにしています。
8/21/2024 11:32:31,Yes,3,7,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,
8/21/2024 11:32:33,Yes,10,10,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,5,5,,
8/21/2024 11:32:55,Yes,60,70,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,No,4,3,,
8/21/2024 11:33:23,Yes,10,8,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,5,5,,
8/21/2024 11:34:14,Yes,80,10,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,,
8/21/2024 11:34:52,Yes,85,80,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,3,4,,
8/21/2024 11:34:53,Yes,10,10,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,5,5,,
8/21/2024 11:35:35,Yes,3,7,4,2,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,4,無頓着な人もいるんだ。だからこんな事,
8/21/2024 11:36:29,Yes,50,50,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,特にない,地域に合わせてできる限りの分別は最低限したている。
8/21/2024 11:38:12,Yes,60,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,5,4,よくわからない,適当にゴミ捨てをしている人が多い
8/21/2024 11:39:25,Yes,30,30,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,ポスターのイラストや画像に嫌悪感を感じた。,分別を始めると、ゴミ出しもスムーズになり、ストレスも感じなくなってきた。
8/21/2024 11:40:02,Yes,1,6,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,2,1,面倒くさい,
8/21/2024 11:45:32,Yes,80,20,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,5,,
8/21/2024 11:46:56,Yes,80,30,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,5,,
8/21/2024 12:07:34,Yes,100,100,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,3,,
8/21/2024 12:23:32,Yes,5,15,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,2,2,,
8/21/2024 12:24:04,Yes,70,50,1,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,,
8/21/2024 12:24:23,Yes,85,85,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,ポスター画像が小さい,
8/21/2024 12:36:44,Yes,20,20,1,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,4,,
8/21/2024 12:37:58,Yes,65,60,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,3,,
8/21/2024 12:38:03,Yes,90,95,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,No,4,4,,
8/21/2024 12:39:57,Yes,65,60,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,3,,
